name,url,remote,adaptive,test_type,duration_minutes,job_levels,description
Core Java (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,Yes,No,['Knowledge & Skills'],13.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data."
Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,Yes,No,['Knowledge & Skills'],13.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade."
Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,Yes,Yes,"['Knowledge & Skills', 'Simulations']",5.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics."
CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Yes,No,['Knowledge & Skills'],8.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics."
Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,Yes,No,['Knowledge & Skills'],7.0,,
Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,Yes,No,"['Biodata & Situational Judgement', 'Simulations']",20.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics."
Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,Yes,No,"['Biodata & Situational Judgement', 'Personality & Behavior', 'Simulations']",30.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI."
Cyber Risk (New),https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,Yes,No,['Knowledge & Skills'],9.0,"Entry-Level,","Multiple-choice test that measures vocabulary, grammar and reading comprehension skills."
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,Yes,No,['Knowledge & Skills'],10.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm."
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,Yes,No,['Knowledge & Skills'],12.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries."
Contact Center Call Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/contact-center-call-simulation-new/,Yes,No,['Simulations'],15.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security."
Conversational Multichat Simulation,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,Yes,No,['Simulations'],11.0,,DSI v1.1 Interpretation Report
Core Java (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,Yes,No,['Knowledge & Skills'],13.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data."
Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,Yes,No,['Knowledge & Skills'],13.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade."
Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,Yes,Yes,"['Knowledge & Skills', 'Simulations']",5.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics."
CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Yes,No,['Knowledge & Skills'],8.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics."
Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,Yes,No,['Knowledge & Skills'],7.0,,
Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,Yes,No,"['Biodata & Situational Judgement', 'Simulations']",20.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics."
Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,Yes,No,"['Biodata & Situational Judgement', 'Personality & Behavior', 'Simulations']",30.0,"Graduate, Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI."
Cyber Risk (New),https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,Yes,No,['Knowledge & Skills'],9.0,"Entry-Level,","Multiple-choice test that measures vocabulary, grammar and reading comprehension skills."
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,Yes,No,['Knowledge & Skills'],10.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm."
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,Yes,No,['Knowledge & Skills'],12.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries."
Contact Center Call Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/contact-center-call-simulation-new/,Yes,No,['Simulations'],15.0,"Mid-Professional, Professional Individual Contributor,","Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security."
Conversational Multichat Simulation,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,Yes,No,['Simulations'],11.0,,DSI v1.1 Interpretation Report
